,match_id,inning,bowling_team,avg_over,ball,batsman,non_striker,bowler,is_super_over,wide_runs,bye_runs,legbye_runs,noball_runs,penalty_runs,batsman_runs,extra_runs,total_runs,player_dismissed,dismissal_kind,fielder,over-binned,Chennai Super Kings,Deccan Chargers,Delhi Capitals,Delhi Daredevils,Gujarat Lions,Kings XI Punjab,Kochi Tuskers Kerala,Kolkata Knight Riders,Mumbai Indians,Pune Warriors,Rajasthan Royals,Rising Pune Supergiant,Rising Pune Supergiants,Royal Challengers Bangalore,Sunrisers Hyderabad
128633,542,1,Kings XI Punjab,0.0,2,MS Dhoni,SK Raina,Karanveer Singh,0,0,0,0,0,0,0,0,0,SK Raina,run out,Karanveer Singh,low,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
128668,542,2,Chennai Super Kings,1.0,6,V Sehwag,M Vijay,IC Pandey,0,0,0,0,0,0,0,0,0,V Sehwag,caught,F du Plessis,high,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
128702,542,2,Chennai Super Kings,0.05263157894736842,3,GJ Bailey,M Vijay,RA Jadeja,0,0,0,0,0,0,0,0,0,GJ Bailey,caught,MS Dhoni,low,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
128718,542,2,Chennai Super Kings,0.05263157894736842,6,DA Miller,M Vijay,RA Jadeja,0,0,0,0,0,0,0,0,0,DA Miller,caught,SK Raina,low,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
128720,542,2,Chennai Super Kings,0.05263157894736842,2,M Vijay,WP Saha,R Ashwin,0,0,0,0,0,0,0,0,0,M Vijay,caught,DJ Bravo,low,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
128734,542,2,Chennai Super Kings,0.0,4,AR Patel,WP Saha,R Ashwin,0,0,0,0,0,0,0,0,0,AR Patel,stumped,MS Dhoni,low,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
128738,542,2,Chennai Super Kings,0.0,2,MG Johnson,WP Saha,RA Jadeja,0,0,0,0,0,0,0,0,0,MG Johnson,caught,A Nehra,low,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
128770,542,2,Chennai Super Kings,0.0,4,WP Saha,Anureet Singh,A Nehra,0,0,0,0,0,0,0,0,0,WP Saha,caught,R Ashwin,low,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
128779,542,2,Chennai Super Kings,0.0,1,Anureet Singh,Karanveer Singh,MM Sharma,0,0,0,0,0,0,0,0,0,Anureet Singh,caught,RA Jadeja,low,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
128820,543,1,Royal Challengers Bangalore,0.10526315789473684,3,JP Duminy,MA Agarwal,D Wiese,0,0,0,0,0,0,0,0,0,JP Duminy,caught,KD Karthik,low,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
128826,543,1,Royal Challengers Bangalore,0.05263157894736842,2,Yuvraj Singh,MA Agarwal,VR Aaron,0,0,0,0,0,0,0,0,0,Yuvraj Singh,caught,KD Karthik,low,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
128827,543,1,Royal Challengers Bangalore,0.05263157894736842,3,AD Mathews,MA Agarwal,VR Aaron,0,0,0,0,0,0,0,0,0,AD Mathews,caught,AB de Villiers,low,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
128862,543,1,Royal Challengers Bangalore,0.0,1,MA Agarwal,KM Jadhav,Iqbal Abdulla,0,0,0,0,0,0,0,0,0,MA Agarwal,stumped,KD Karthik,low,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
128895,543,1,Royal Challengers Bangalore,0.0,3,KM Jadhav,Imran Tahir,HV Patel,0,0,0,0,0,0,0,0,0,KM Jadhav,caught,MA Starc,low,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
128900,543,1,Royal Challengers Bangalore,0.0,2,DJ Muthuswami,Imran Tahir,D Wiese,0,0,0,0,0,0,0,0,0,DJ Muthuswami,run out,AB de Villiers,low,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
128976,544,1,Kings XI Punjab,0.47368421052631576,5,S Dhawan,DA Warner,MG Johnson,0,0,0,0,0,0,0,0,0,S Dhawan,caught,M Vijay,medium,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
129001,544,1,Kings XI Punjab,0.10526315789473684,6,GH Vihari,DA Warner,Anureet Singh,0,0,0,0,0,0,0,0,0,GH Vihari,caught,M Vohra,low,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
129024,544,1,Kings XI Punjab,0.05263157894736842,5,DA Warner,MC Henriques,AR Patel,0,0,0,0,0,0,0,0,0,DA Warner,caught,DA Miller,low,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
129065,544,1,Kings XI Punjab,0.0,4,NV Ojha,MC Henriques,AR Patel,0,0,0,0,0,0,0,0,0,NV Ojha,caught,DA Miller,low,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
129069,544,1,Kings XI Punjab,0.0,2,RS Bopara,MC Henriques,MG Johnson,0,0,0,0,0,0,0,0,0,RS Bopara,caught,WP Saha,low,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
129135,544,2,Sunrisers Hyderabad,0.05263157894736842,3,GJ Bailey,M Vijay,MC Henriques,0,0,0,0,0,0,0,0,0,GJ Bailey,caught,KV Sharma,low,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
129140,544,2,Sunrisers Hyderabad,0.05263157894736842,2,DA Miller,M Vijay,KV Sharma,0,0,0,0,0,0,1,0,1,M Vijay,run out,GH Vihari,low,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
129164,544,2,Sunrisers Hyderabad,0.0,2,DA Miller,WP Saha,KV Sharma,0,0,0,0,0,0,0,0,0,DA Miller,caught,TA Boult,low,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
129198,544,2,Sunrisers Hyderabad,0.0,6,WP Saha,R Dhawan,TA Boult,0,0,0,0,0,0,0,0,0,WP Saha,caught,P Kumar,low,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
129207,544,2,Sunrisers Hyderabad,0.0,3,Anureet Singh,MG Johnson,P Kumar,0,0,0,0,0,0,0,0,0,Anureet Singh,caught,DA Warner,low,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
129240,545,1,Delhi Daredevils,0.15789473684210525,3,G Gambhir,RV Uthappa,Z Khan,0,0,0,0,0,0,0,0,0,G Gambhir,caught,KM Jadhav,low,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
129303,545,1,Delhi Daredevils,0.0,5,PP Chawla,YK Pathan,JA Morkel,0,0,0,0,0,0,0,0,0,PP Chawla,caught,SS Tiwary,low,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
129314,545,1,Delhi Daredevils,0.0,4,AD Russell,YK Pathan,Imran Tahir,0,0,0,0,0,0,0,0,0,AD Russell,caught,AD Mathews,low,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
129329,545,1,Delhi Daredevils,0.0,6,YK Pathan,SA Yadav,Imran Tahir,0,0,0,0,0,0,0,0,0,YK Pathan,caught,SS Tiwary,low,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
129335,545,1,Delhi Daredevils,0.0,6,J Botha,SA Yadav,Z Khan,0,0,0,0,0,0,1,0,1,J Botha,run out,JP Duminy,low,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
129396,545,2,Kolkata Knight Riders,0.05263157894736842,5,MK Tiwary,SS Iyer,PP Chawla,0,0,0,0,0,0,0,0,0,MK Tiwary,caught,SA Yadav,low,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
129417,545,2,Kolkata Knight Riders,0.0,2,KM Jadhav,JP Duminy,PP Chawla,0,0,0,0,0,0,0,0,0,KM Jadhav,caught,J Botha,low,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
129420,545,2,Kolkata Knight Riders,0.0,5,Yuvraj Singh,JP Duminy,PP Chawla,0,0,0,0,0,0,0,0,0,Yuvraj Singh,caught,AD Russell,low,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
129431,545,2,Kolkata Knight Riders,0.0,3,JP Duminy,AD Mathews,PP Chawla,0,0,0,0,0,0,0,0,0,JP Duminy,caught,UT Yadav,low,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
129464,546,1,Rajasthan Royals,1.0,4,CH Gayle,V Kohli,TG Southee,0,0,0,0,0,0,0,0,0,CH Gayle,caught,DJ Hooda,high,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
129474,546,1,Rajasthan Royals,0.2631578947368421,2,V Kohli,AB de Villiers,TG Southee,0,0,0,0,0,0,0,0,0,V Kohli,caught,SV Samson,low,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
129547,546,1,Rajasthan Royals,0.0,5,KD Karthik,AB de Villiers,STR Binny,0,0,0,0,0,0,0,0,0,AB de Villiers,run out,DJ Hooda,low,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
129564,546,1,Rajasthan Royals,0.0,3,SN Khan,KD Karthik,SR Watson,0,0,0,0,1,0,1,1,2,KD Karthik,run out,TG Southee,low,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
129581,546,1,Rajasthan Royals,0.0,6,D Wiese,SN Khan,DS Kulkarni,0,0,0,0,0,0,0,0,0,D Wiese,caught,TG Southee,low,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
129588,546,1,Rajasthan Royals,0.0,6,SN Khan,HV Patel,TG Southee,0,0,0,0,0,0,1,0,1,HV Patel,run out,AM Rahane,low,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
129641,547,1,Kolkata Knight Riders,0.05263157894736842,4,SK Raina,DR Smith,GB Hogg,0,0,0,0,0,0,0,0,0,DR Smith,run out,YK Pathan,low,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
129647,547,1,Kolkata Knight Riders,0.05263157894736842,4,SK Raina,F du Plessis,AD Russell,0,0,0,0,0,0,0,0,0,SK Raina,caught,RV Uthappa,low,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
129661,547,1,Kolkata Knight Riders,0.0,3,MS Dhoni,F du Plessis,AD Russell,0,0,0,0,0,0,0,0,0,MS Dhoni,caught,RV Uthappa,low,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
129670,547,1,Kolkata Knight Riders,0.0,6,DJ Bravo,F du Plessis,PP Chawla,0,0,0,0,0,0,0,0,0,DJ Bravo,caught,SA Yadav,low,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
129717,547,2,Chennai Super Kings,1.0,2,G Gambhir,RV Uthappa,IC Pandey,0,0,0,0,0,0,0,0,0,G Gambhir,caught,MS Dhoni,high,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
129747,547,2,Chennai Super Kings,0.10526315789473684,1,RV Uthappa,MK Pandey,R Ashwin,0,0,0,0,0,0,0,0,0,RV Uthappa,caught,BB McCullum,low,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
129759,547,2,Chennai Super Kings,0.05263157894736842,1,MK Pandey,SA Yadav,R Ashwin,0,0,0,0,0,0,0,0,0,MK Pandey,caught,DJ Bravo,low,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
129790,547,2,Chennai Super Kings,0.0,2,SA Yadav,YK Pathan,MM Sharma,0,0,0,0,0,0,0,0,0,SA Yadav,caught,DJ Bravo,low,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
129819,547,2,Chennai Super Kings,0.0,5,RN ten Doeschate,AD Russell,A Nehra,0,0,0,0,0,0,1,0,1,AD Russell,run out,RA Jadeja,low,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
129821,547,2,Chennai Super Kings,0.0,1,PJ Cummins,RN ten Doeschate,DJ Bravo,0,0,0,0,0,0,0,0,0,PJ Cummins,caught,RA Jadeja,low,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
129825,547,2,Chennai Super Kings,0.0,5,PP Chawla,RN ten Doeschate,DJ Bravo,0,0,0,0,0,0,0,0,0,PP Chawla,caught,MS Dhoni,low,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
129840,548,1,Delhi Daredevils,1.0,2,V Sehwag,M Vohra,Z Khan,0,0,0,0,0,0,0,0,0,V Sehwag,caught,AD Mathews,high,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
129856,548,1,Delhi Daredevils,0.2631578947368421,6,M Vohra,WP Saha,Z Khan,0,0,0,0,0,0,0,0,0,M Vohra,caught,KM Jadhav,low,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
129859,548,1,Delhi Daredevils,0.21052631578947367,3,WP Saha,DA Miller,NM Coulter-Nile,0,0,0,0,0,0,0,0,0,WP Saha,caught,KM Jadhav,low,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
129898,548,1,Delhi Daredevils,0.05263157894736842,5,NLTC Perera,DA Miller,NM Coulter-Nile,0,0,0,0,0,0,0,0,0,NLTC Perera,caught,SS Tiwary,low,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
129950,548,1,Delhi Daredevils,0.0,1,AR Patel,DA Miller,NM Coulter-Nile,0,0,0,0,0,0,0,0,0,AR Patel,caught,MA Agarwal,low,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
129953,548,1,Delhi Daredevils,0.0,4,DA Miller,SN Thakur,NM Coulter-Nile,0,0,0,0,0,0,0,0,0,DA Miller,caught,SS Tiwary,low,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
130041,548,2,Kings XI Punjab,0.0,3,SS Iyer,MA Agarwal,SN Thakur,0,0,0,0,0,0,0,0,0,SS Iyer,caught,AR Patel,low,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
130117,549,1,Rajasthan Royals,0.0,4,UBT Chand,RG Sharma,TG Southee,0,0,0,0,0,0,0,0,0,UBT Chand,caught,STR Binny,low,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
130142,549,1,Rajasthan Royals,0.0,5,RG Sharma,AT Rayudu,DS Kulkarni,0,0,0,0,0,0,0,0,0,RG Sharma,caught,Ankit Sharma,low,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
130173,549,1,Rajasthan Royals,0.0,4,KA Pollard,AT Rayudu,J Theron,0,0,0,0,0,0,0,0,0,KA Pollard,caught,SV Samson,low,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
130197,549,2,Mumbai Indians,0.21052631578947367,1,AM Rahane,SR Watson,R Vinay Kumar,0,0,0,0,0,0,0,0,0,AM Rahane,caught,AT Rayudu,low,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
130272,549,2,Mumbai Indians,0.0,7,SPD Smith,SV Samson,MJ McClenaghan,0,0,0,0,0,0,0,0,0,SPD Smith,caught,Harbhajan Singh,low,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
130288,549,2,Mumbai Indians,0.0,4,SV Samson,KK Nair,MJ McClenaghan,0,0,0,0,0,0,0,0,0,SV Samson,caught,J Suchith,low,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
130289,549,2,Mumbai Indians,0.0,5,KK Nair,STR Binny,MJ McClenaghan,0,0,0,0,0,0,0,0,0,KK Nair,caught,PA Patel,low,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
130291,549,2,Mumbai Indians,0.0,1,DJ Hooda,STR Binny,SL Malinga,0,0,0,0,0,0,0,0,0,DJ Hooda,caught,UBT Chand,low,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
130301,549,2,Mumbai Indians,0.0,5,STR Binny,TG Southee,R Vinay Kumar,0,0,0,0,1,0,1,1,2,TG Southee,run out,KA Pollard,low,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
130329,550,1,Royal Challengers Bangalore,0.21052631578947367,5,G Gambhir,RV Uthappa,D Wiese,0,0,0,0,0,0,0,0,0,G Gambhir,caught,Mandeep Singh,low,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
130347,550,1,Royal Challengers Bangalore,0.05263157894736842,5,RV Uthappa,AD Russell,YS Chahal,0,0,0,0,0,0,0,0,0,RV Uthappa,caught,KD Karthik,low,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
130358,550,1,Royal Challengers Bangalore,0.05263157894736842,4,RN ten Doeschate,AD Russell,HV Patel,0,0,0,0,0,0,0,0,0,AD Russell,run out,KD Karthik,low,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
130361,550,1,Royal Challengers Bangalore,0.05263157894736842,1,RN ten Doeschate,YK Pathan,MA Starc,0,0,0,0,0,0,0,0,0,RN ten Doeschate,caught,AB de Villiers,low,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
130394,550,2,Kolkata Knight Riders,0.21052631578947367,5,CH Gayle,V Kohli,GB Hogg,0,0,0,0,0,0,0,0,0,CH Gayle,caught,AD Russell,low,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
130415,550,2,Kolkata Knight Riders,0.05263157894736842,2,V Kohli,Mandeep Singh,AD Russell,0,0,0,0,0,0,0,0,0,V Kohli,caught,SA Yadav,low,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
130481,551,1,Chennai Super Kings,0.05263157894736842,1,DA Warner,S Dhawan,SK Raina,0,0,0,0,0,0,0,0,0,DA Warner,caught,DR Smith,low,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
130492,551,1,Chennai Super Kings,0.05263157894736842,6,MC Henriques,S Dhawan,P Negi,0,0,0,0,0,0,0,0,0,MC Henriques,stumped,MS Dhoni,low,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
130511,551,1,Chennai Super Kings,0.0,6,S Dhawan,EJG Morgan,SK Raina,0,0,0,0,0,0,1,0,1,S Dhawan,run out,RA Jadeja,low,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
130538,551,1,Chennai Super Kings,0.0,2,A Ashish Reddy,EJG Morgan,DJ Bravo,0,0,0,0,0,0,0,0,0,A Ashish Reddy,caught,MS Dhoni,low,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
130552,551,1,Chennai Super Kings,0.0,4,GH Vihari,EJG Morgan,DJ Bravo,0,0,0,0,0,0,0,0,0,GH Vihari,caught,B Aparajith (sub),low,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
130554,551,1,Chennai Super Kings,0.0,6,KV Sharma,EJG Morgan,DJ Bravo,0,0,0,0,0,0,0,0,0,KV Sharma,caught,RA Jadeja,low,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
130586,551,2,Sunrisers Hyderabad,0.10526315789473684,1,DR Smith,SK Raina,MC Henriques,0,0,0,0,0,0,0,0,0,DR Smith,caught,GH Vihari,low,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
130602,551,2,Sunrisers Hyderabad,0.05263157894736842,5,SK Raina,F du Plessis,MC Henriques,0,0,0,0,0,0,0,0,0,SK Raina,caught,EJG Morgan,low,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
130633,551,2,Sunrisers Hyderabad,0.0,4,MS Dhoni,F du Plessis,A Ashish Reddy,0,0,0,0,0,0,0,0,0,F du Plessis,run out,A Ashish Reddy,low,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
130752,552,1,Kings XI Punjab,0.0,2,PA Patel,LMP Simmons,Karanveer Singh,0,0,0,0,0,0,0,0,0,PA Patel,caught,M Vijay,low,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
130787,552,1,Kings XI Punjab,0.0,6,RG Sharma,LMP Simmons,MG Johnson,0,0,0,0,0,0,0,0,0,RG Sharma,caught,Anureet Singh,low,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
130796,552,1,Kings XI Punjab,0.0,3,LMP Simmons,KA Pollard,Anureet Singh,0,0,0,0,0,0,0,0,0,LMP Simmons,caught,AR Patel,low,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
130808,552,2,Mumbai Indians,0.47368421052631576,1,V Sehwag,M Vijay,SL Malinga,0,0,0,0,0,0,0,0,0,V Sehwag,caught,KA Pollard,medium,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
130828,552,2,Mumbai Indians,0.15789473684210525,3,GJ Maxwell,M Vijay,J Suchith,0,0,0,0,0,0,0,0,0,GJ Maxwell,caught,R Vinay Kumar,low,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
130873,552,2,Mumbai Indians,0.0,5,M Vijay,DA Miller,Harbhajan Singh,0,0,0,0,0,0,0,0,0,M Vijay,caught,UBT Chand,low,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
130900,552,2,Mumbai Indians,0.0,2,DA Miller,GJ Bailey,SL Malinga,0,0,0,0,0,0,0,0,0,DA Miller,caught,RG Sharma,low,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
130915,552,2,Mumbai Indians,0.0,5,WP Saha,GJ Bailey,SL Malinga,0,1,0,0,0,0,0,1,1,GJ Bailey,run out,PA Patel,low,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
130916,552,2,Mumbai Indians,0.0,6,AR Patel,WP Saha,SL Malinga,0,0,0,0,0,0,0,0,0,AR Patel,run out,SL Malinga,low,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
130923,552,2,Mumbai Indians,0.0,6,MG Johnson,WP Saha,R Vinay Kumar,0,0,0,0,0,0,1,0,1,WP Saha,run out,J Suchith,low,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
130967,553,1,Delhi Daredevils,0.05263157894736842,5,SR Watson,AM Rahane,AD Mathews,0,0,0,0,0,0,0,0,0,SR Watson,caught,KM Jadhav,low,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
131037,553,1,Delhi Daredevils,0.0,2,KK Nair,AM Rahane,NM Coulter-Nile,0,0,0,0,0,0,0,0,0,KK Nair,caught,A Mishra,low,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
131104,553,2,Rajasthan Royals,0.05263157894736842,5,Yuvraj Singh,JP Duminy,JP Faulkner,0,0,0,0,0,0,0,0,0,Yuvraj Singh,caught,STR Binny,low,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
131134,553,2,Rajasthan Royals,0.0,4,AD Mathews,JP Duminy,STR Binny,0,0,0,0,0,0,0,0,0,AD Mathews,caught,SV Samson,low,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
131147,553,2,Rajasthan Royals,0.0,3,KM Jadhav,JP Duminy,DS Kulkarni,0,0,0,0,0,0,0,0,0,KM Jadhav,caught,SR Watson,low,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
131162,553,2,Rajasthan Royals,0.0,6,JP Duminy,SS Tiwary,JP Faulkner,0,0,0,0,0,0,0,0,0,JP Duminy,caught,DS Kulkarni,low,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
131168,553,2,Rajasthan Royals,0.0,6,NM Coulter-Nile,SS Tiwary,DS Kulkarni,0,0,0,0,0,0,0,0,0,NM Coulter-Nile,caught,SPD Smith,low,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
131211,554,1,Royal Challengers Bangalore,0.10526315789473684,3,BB McCullum,SK Raina,D Wiese,0,0,0,0,0,0,0,0,0,BB McCullum,caught,Iqbal Abdulla,low,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
131285,554,1,Royal Challengers Bangalore,0.0,1,RA Jadeja,MS Dhoni,YS Chahal,0,0,0,0,0,0,0,0,0,RA Jadeja,caught,V Kohli,low,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
131293,554,1,Royal Challengers Bangalore,0.0,3,MS Dhoni,P Negi,D Wiese,0,0,0,0,0,0,0,0,0,MS Dhoni,caught,MA Starc,low,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
131300,554,1,Royal Challengers Bangalore,0.0,4,DJ Bravo,P Negi,MA Starc,0,0,0,0,0,0,0,0,0,DJ Bravo,caught,D Wiese,low,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
131303,554,1,Royal Challengers Bangalore,0.0,7,A Nehra,MM Sharma,MA Starc,0,0,0,0,0,0,0,0,0,MM Sharma,run out,KD Karthik,low,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
131333,554,2,Chennai Super Kings,0.15789473684210525,6,AB de Villiers,V Kohli,IC Pandey,0,0,0,0,0,0,0,0,0,AB de Villiers,caught,F du Plessis,low,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
131335,554,2,Chennai Super Kings,0.10526315789473684,2,V Kohli,Mandeep Singh,MM Sharma,0,0,0,0,0,0,0,0,0,Mandeep Singh,run out,P Negi,low,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
131387,554,2,Chennai Super Kings,0.0,6,V Kohli,KD Karthik,DJ Bravo,0,0,0,0,0,0,0,0,0,V Kohli,run out,DJ Bravo,low,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
131388,554,2,Chennai Super Kings,0.0,1,KD Karthik,SN Khan,A Nehra,0,0,0,0,0,0,0,0,0,KD Karthik,caught,DR Smith,low,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
131404,554,2,Chennai Super Kings,0.0,5,SN Khan,D Wiese,A Nehra,0,0,0,0,0,0,0,0,0,SN Khan,caught,DR Smith,low,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
131406,554,2,Chennai Super Kings,0.0,7,HV Patel,D Wiese,A Nehra,0,0,0,0,0,0,0,0,0,HV Patel,caught,MS Dhoni,low,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
131418,554,2,Chennai Super Kings,0.0,6,MA Starc,D Wiese,MM Sharma,0,0,0,0,0,0,0,0,0,MA Starc,caught,SK Raina,low,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
131419,554,2,Chennai Super Kings,0.0,1,D Wiese,Iqbal Abdulla,DJ Bravo,0,0,0,0,0,0,0,0,0,D Wiese,caught,P Negi,low,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
131422,554,2,Chennai Super Kings,0.0,4,Iqbal Abdulla,YS Chahal,DJ Bravo,0,0,0,0,0,0,0,0,0,Iqbal Abdulla,caught,P Negi,low,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
131460,555,1,Sunrisers Hyderabad,0.05263157894736842,2,G Gambhir,RV Uthappa,KV Sharma,0,0,0,0,0,0,0,0,0,G Gambhir,caught,EJG Morgan,low,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
131488,555,1,Sunrisers Hyderabad,0.0,6,RV Uthappa,MK Pandey,KV Sharma,0,0,0,0,0,0,0,0,0,RV Uthappa,caught,DA Warner,low,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
131494,555,1,Sunrisers Hyderabad,0.0,6,AD Russell,MK Pandey,Bipul Sharma,0,0,0,0,0,0,0,0,0,AD Russell,caught,EJG Morgan,low,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
131505,555,1,Sunrisers Hyderabad,0.0,5,MK Pandey,RN ten Doeschate,Bipul Sharma,0,0,0,0,0,0,0,0,0,MK Pandey,run out,Bipul Sharma,low,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
131531,555,1,Sunrisers Hyderabad,0.0,6,SA Yadav,YK Pathan,B Kumar,0,0,0,0,0,0,0,0,0,SA Yadav,caught,MC Henriques,low,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
131574,555,2,Kolkata Knight Riders,0.15789473684210525,5,S Dhawan,MC Henriques,GB Hogg,0,0,0,0,0,0,0,0,0,S Dhawan,caught,MK Pandey,low,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
131594,555,2,Kolkata Knight Riders,0.05263157894736842,1,EJG Morgan,MC Henriques,RN ten Doeschate,0,0,0,0,0,0,0,0,0,EJG Morgan,run out,G Gambhir,low,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
