,match_id,inning,bowling_team,avg_over,ball,batsman,non_striker,bowler,is_super_over,wide_runs,bye_runs,legbye_runs,noball_runs,penalty_runs,batsman_runs,extra_runs,total_runs,player_dismissed,dismissal_kind,fielder,over-binned,Chennai Super Kings,Deccan Chargers,Delhi Capitals,Delhi Daredevils,Gujarat Lions,Kings XI Punjab,Kochi Tuskers Kerala,Kolkata Knight Riders,Mumbai Indians,Pune Warriors,Rajasthan Royals,Rising Pune Supergiant,Rising Pune Supergiants,Royal Challengers Bangalore,Sunrisers Hyderabad
56883,241,1,Rajasthan Royals,0.15789473684210525,5,AJ Finch,DA Warner,SW Tait,0,0,0,0,0,0,0,0,0,AJ Finch,caught,J Botha,low,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
56897,241,1,Rajasthan Royals,0.05263157894736842,1,UBT Chand,DA Warner,SK Warne,0,0,0,0,0,0,0,0,0,UBT Chand,caught,R Dravid,low,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
56899,241,1,Rajasthan Royals,0.05263157894736842,3,NV Ojha,DA Warner,SK Warne,0,0,0,0,0,0,0,0,0,NV Ojha,caught,SW Tait,low,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
56960,241,1,Rajasthan Royals,0.0,4,DA Warner,Y Venugopal Rao,A Singh,0,0,0,0,0,0,0,0,0,DA Warner,caught,AS Raut,low,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
56969,241,1,Rajasthan Royals,0.0,7,Y Venugopal Rao,IK Pathan,SK Trivedi,0,0,0,0,0,0,0,0,0,Y Venugopal Rao,caught,SK Warne,low,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
57024,241,2,Delhi Daredevils,0.05263157894736842,3,R Dravid,J Botha,RE van der Merwe,0,0,0,0,0,0,0,0,0,R Dravid,caught,NV Ojha,low,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
57044,241,2,Delhi Daredevils,0.0,5,AL Menaria,J Botha,IK Pathan,0,0,0,0,0,0,0,0,0,AL Menaria,caught,V Sehwag,low,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
57118,242,1,Mumbai Indians,0.15789473684210525,4,V Kohli,TM Dilshan,KA Pollard,0,0,0,0,0,0,0,0,0,V Kohli,caught,DJ Jacobs,low,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
57329,243,1,Kings XI Punjab,1.0,2,SK Raina,M Vijay,P Kumar,0,0,0,0,0,0,0,0,0,SK Raina,caught,PC Valthaty,high,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
57417,243,1,Kings XI Punjab,0.0,5,M Vijay,S Badrinath,PP Chawla,0,0,0,0,0,0,0,0,0,M Vijay,stumped,AC Gilchrist,low,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
57485,243,2,Chennai Super Kings,0.10526315789473684,5,AC Gilchrist,PC Valthaty,JA Morkel,0,0,0,0,0,0,0,0,0,AC Gilchrist,caught,S Randiv,low,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
57511,243,2,Chennai Super Kings,0.0,1,SE Marsh,PC Valthaty,S Randiv,0,0,0,0,0,0,1,0,1,SE Marsh,run out,S Randiv,low,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
57534,243,2,Chennai Super Kings,0.0,6,Sunny Singh,PC Valthaty,S Randiv,0,0,0,0,0,0,0,0,0,Sunny Singh,caught,SB Jakati,low,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
57566,244,1,Pune Warriors,1.0,1,BB McCullum,VVS Laxman,AC Thomas,0,0,0,0,0,0,0,0,0,BB McCullum,caught,RV Uthappa,high,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
57582,244,1,Pune Warriors,0.2631578947368421,5,DPMD Jayawardene,PA Patel,WD Parnell,0,0,0,0,0,0,0,0,0,DPMD Jayawardene,caught,RV Uthappa,low,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
57594,244,1,Pune Warriors,0.15789473684210525,5,PA Patel,BJ Hodge,WD Parnell,0,0,0,0,0,0,0,0,0,PA Patel,caught,GC Smith,low,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
57659,244,1,Pune Warriors,0.0,2,BJ Hodge,RA Jadeja,R Sharma,0,0,0,0,0,0,0,0,0,BJ Hodge,caught,M Kartik,low,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
57664,244,1,Pune Warriors,0.0,1,RA Jadeja,RV Gomez,JD Ryder,0,0,0,0,0,0,0,0,0,RA Jadeja,caught,WD Parnell,low,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
57669,244,1,Pune Warriors,0.0,6,RV Gomez,R Vinay Kumar,JD Ryder,0,0,0,0,0,0,0,0,0,R Vinay Kumar,run out,WD Parnell,low,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
57687,244,1,Pune Warriors,0.0,6,RV Gomez,S Sreesanth,WD Parnell,0,0,0,0,0,0,1,0,1,S Sreesanth,run out,RV Uthappa,low,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
57738,244,2,Kochi Tuskers Kerala,0.05263157894736842,4,GC Smith,M Manhas,RA Jadeja,0,0,0,0,0,0,0,0,0,GC Smith,caught,RP Singh,low,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
57752,244,2,Kochi Tuskers Kerala,0.05263157894736842,5,M Manhas,Yuvraj Singh,BJ Hodge,0,0,0,0,0,0,0,0,0,M Manhas,caught,RA Jadeja,low,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
57761,244,2,Kochi Tuskers Kerala,0.0,2,Yuvraj Singh,RV Uthappa,BJ Hodge,0,0,0,0,0,0,0,0,0,Yuvraj Singh,caught,PA Patel,low,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
57790,244,2,Kochi Tuskers Kerala,0.0,5,WD Parnell,MD Mishra,RA Jadeja,0,0,0,0,0,0,1,0,1,WD Parnell,run out,RV Gomez,low,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
57831,245,1,Royal Challengers Bangalore,0.2631578947368421,5,S Dhawan,S Sohal,Z Khan,0,0,0,0,0,0,0,0,0,S Dhawan,caught,DL Vettori,low,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
57870,245,1,Royal Challengers Bangalore,0.05263157894736842,6,S Sohal,KC Sangakkara,R Ninan,0,0,0,0,0,0,0,0,0,S Sohal,caught,SS Tiwary,low,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
57904,245,1,Royal Challengers Bangalore,0.0,4,KC Sangakkara,B Chipli,JJ van der Wath,0,0,0,0,0,0,0,0,0,KC Sangakkara,caught,AB de Villiers,low,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
57932,245,1,Royal Challengers Bangalore,0.0,2,JP Duminy,B Chipli,Z Khan,0,0,0,0,0,0,0,0,0,JP Duminy,caught,V Kohli,low,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
57948,245,2,Deccan Chargers,0.47368421052631576,6,TM Dilshan,MA Agarwal,I Sharma,0,0,0,0,0,0,0,0,0,TM Dilshan,caught,KC Sangakkara,medium,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
57967,245,2,Deccan Chargers,0.15789473684210525,6,MA Agarwal,V Kohli,MS Gony,0,0,0,0,0,0,0,0,0,MA Agarwal,caught,A Mishra,low,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
57977,245,2,Deccan Chargers,0.05263157894736842,4,AB de Villiers,V Kohli,MS Gony,0,0,0,0,0,0,0,0,0,AB de Villiers,caught,KC Sangakkara,low,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
58004,245,2,Deccan Chargers,0.0,1,SS Tiwary,V Kohli,A Mishra,0,0,0,0,0,0,0,0,0,SS Tiwary,caught,KC Sangakkara,low,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
58039,245,2,Deccan Chargers,0.0,5,CA Pujara,V Kohli,DW Steyn,0,0,0,0,0,0,0,0,0,CA Pujara,caught,DT Christian,low,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
58040,245,2,Deccan Chargers,0.0,6,JJ van der Wath,V Kohli,DW Steyn,0,0,0,0,0,0,0,0,0,JJ van der Wath,caught,KC Sangakkara,low,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
58054,245,2,Deccan Chargers,0.0,1,R Ninan,DL Vettori,DT Christian,0,0,0,0,0,0,0,0,0,R Ninan,caught,KC Sangakkara,low,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
58092,246,1,Kolkata Knight Riders,0.15789473684210525,3,AG Paunikar,R Dravid,Shakib Al Hasan,0,0,0,0,0,0,0,0,0,AG Paunikar,caught,JH Kallis,low,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
58199,246,2,Rajasthan Royals,0.47368421052631576,3,JH Kallis,MS Bisla,A Singh,0,0,0,0,0,0,0,0,0,MS Bisla,run out,AG Paunikar,medium,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
58427,247,1,Kochi Tuskers Kerala,0.0,4,SR Tendulkar,AT Rayudu,R Vinay Kumar,0,0,0,0,0,0,1,0,1,AT Rayudu,run out,R Vinay Kumar,low,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
58589,248,1,Royal Challengers Bangalore,0.05263157894736842,3,M Vijay,MEK Hussey,R Ninan,0,0,0,0,0,0,0,0,0,M Vijay,caught,Z Khan,low,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
58616,248,1,Royal Challengers Bangalore,0.0,5,SK Raina,MEK Hussey,R Ninan,0,0,0,0,0,0,0,0,0,SK Raina,caught,MA Agarwal,low,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
58650,248,1,Royal Challengers Bangalore,0.0,3,MS Dhoni,MEK Hussey,Z Khan,0,0,0,0,0,0,0,0,0,MS Dhoni,caught,AB de Villiers,low,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
58666,248,1,Royal Challengers Bangalore,0.0,1,JA Morkel,MEK Hussey,JJ van der Wath,0,0,0,0,0,0,0,0,0,JA Morkel,caught,MA Agarwal,low,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
58671,248,1,Royal Challengers Bangalore,0.0,6,S Badrinath,MEK Hussey,JJ van der Wath,0,0,0,0,0,0,0,0,0,S Badrinath,caught,R Ninan,low,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
58673,248,2,Chennai Super Kings,1.0,2,TM Dilshan,MA Agarwal,JA Morkel,0,0,0,0,0,0,0,0,0,TM Dilshan,caught,S Anirudha,high,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
58701,248,2,Chennai Super Kings,0.15789473684210525,5,MA Agarwal,V Kohli,R Ashwin,0,0,0,0,0,0,0,0,0,MA Agarwal,caught,JA Morkel,low,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
58737,248,2,Chennai Super Kings,0.0,5,V Kohli,AB de Villiers,SB Jakati,0,0,0,0,0,0,0,0,0,V Kohli,caught,S Anirudha,low,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
58764,248,2,Chennai Super Kings,0.0,6,SS Tiwary,AB de Villiers,S Randiv,0,0,0,0,0,0,0,0,0,SS Tiwary,caught,MS Dhoni,low,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
58775,248,2,Chennai Super Kings,0.0,4,CA Pujara,AB de Villiers,S Randiv,0,0,0,0,0,0,0,0,0,CA Pujara,caught,M Vijay,low,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
58785,248,2,Chennai Super Kings,0.0,2,AB de Villiers,JJ van der Wath,JA Morkel,0,0,0,0,0,0,0,0,0,AB de Villiers,caught,S Anirudha,low,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
58808,249,1,Kings XI Punjab,0.47368421052631576,6,S Sohal,S Dhawan,RJ Harris,0,0,0,0,0,0,0,0,0,S Sohal,caught,KD Karthik,medium,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
58862,249,1,Kings XI Punjab,0.0,6,KC Sangakkara,S Dhawan,PP Chawla,0,0,0,0,0,0,0,0,0,KC Sangakkara,caught,R McLaren,low,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
58867,249,1,Kings XI Punjab,0.0,5,S Dhawan,JP Duminy,PC Valthaty,0,0,0,0,0,0,0,0,0,S Dhawan,caught,Sunny Singh,low,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
58885,249,1,Kings XI Punjab,0.0,5,B Chipli,JP Duminy,PC Valthaty,0,0,0,0,0,0,0,0,0,B Chipli,caught,SE Marsh,low,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
58899,249,1,Kings XI Punjab,0.0,1,JP Duminy,DT Christian,R McLaren,0,0,0,0,0,0,0,0,0,JP Duminy,caught,PP Chawla,low,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
